[애플 아이폰14 플러스] 애플 아이폰 14 플러스 256기가 퍼플 (국내 정식 발매 제품) MQ563KH/A,"1,420,000원",https://adcr.naver.com/adcr?x=JYAoB/cOgIyJdRHRegcO8f///w==ks9pI9Er0rzvHi97Ddmozsc8057dcfnaQufllDdS9elpia50daeRHqszeyF4T1s1nqsz6d0nzFpQ3aZo5A+MVam42Ptd6oWNNfDj9SIDFQ4GtqUhA0aO1AppgeJWcLvkpPPBe+LHjS4sGNdMx8hfvy95+yDCMrKVPx188GdUCPNbLG5Hpyku//ehxYfixBV0hE4EPXeHINUli9gbfmI5wodPHDdJKX2U+WB92Yew3tU3LNnVwyWYGCicLGB+hQfqgDEf2JH57EWBbDCK9YGvMnVVhIYyvDCwMiFB1RA6CNo/wuz9WGpDk17G64/yE4WfjPFmSNSo/45svB2K2w0dFlksNV7S4TJiClg89nwC8tOZG+PbvC7tHcCbnHbfpspCbU+OYUG2Ao7XKJuvNZE8OCrgQIDzCg+ow2JsntKBPEYwMI+ybUlDgb13Kx3SiJjAsgeJyN0/lSb6759MYkm46jRkEV/OLDGv2GR29aSugBP94YwtcXKA2AgPVluLh7Lz3t6cXJTlsK0Ams3j6lMz9HHMwkpeQk/nPP1eciJHeT1ttri46+Q3HeyKs66vvht1IEAW14C9XbIKPQP9N7iUBBnLHKFv4rA0x9EGxCyaMwLSREKJbimpHVsYk67o6GDTSfkHQJ6pS2n/npB6eW5tuAO2Bx684yby0ZOEBFkZai3xaRj72SMwokTeDBNsDPqK0Xuxaf+bttYmOTdgh1yXr+li225H/cS5DSmxa/mDoGrMTcxEmTXerffPjmSWoGbGzEyDw37FCLzY89Sy2cns8kviBdbavQDTWJoBmG7TiEl0Lr9iSI3CeNsbAlWFhSs5oSbLkEUeHuHy9Ux8oouL6XDOUnXxkewST+pgKPtnSM+g=
[애플 아이폰14 플러스] 애플 아이폰 14 플러스 256기가 스타라이트 (국내 정식 발매 제품) MQ553KH/A,"1,286,000원",https://adcr.naver.com/adcr?x=kGumfLiVJqV8dir+23fMSf///w==k+6rSljGWSRmhLWqyvi4zK3M+VBolOFugwNLos203LE3Fgfiop/0Lnl2FqyrSaOSuqdfF41opzRzZ5feE3Q/lNNXJ+vEqjpTbg/CY793WKOXpb5wnC9Sw93pfM/9OaPr8N/Jd/XPEGl4CtICC7+mBUk1IFtG9SgW12Ccsbw6nwLctYbojEZTOfQHK3EIcjaYuGJF/MG2Ukz5Xke/VmnlTQ5qcNk7VIbNxD3z8fSVrR90JrCOjPBGuuFcY8t2l2ZOTGR6waykfdIb54rYgDvKAgmLhvIgb+34t9B/3YK1TePHBJ8KgczSls4ETlGTm4QenLZ0QI3RAdhV0i147R6ZOIv5PaSMUK9tfxjEvmyYpetGmEWWP7vU23SieI4prpGH4U5um3i64mEsAbHFN8ShtmCgduLGCinzQLTxAR4pWkB9gPzmj0Ras1ORyINR5qiIXnlDDvB6vlVG/C2I8apNT3+1oafX279QTxprl1HjlaO7JzPH6lZWFVkjU0Tu0XIncik/SegnogmIjkBlIc5PISGDozr6/gNiDJplpBRLyEqFmHuHjjBH3vXwFVpaFD7QwCSe9rxA5cx41x4ofeBqVUMdaQB5se/PuVp+IrOaNBcIT8w5wn7tRTK21y8yObzGrTzSjlE9/gH6eLPmLRwvSrEVcf0rsDpXvB3Fc5ZkEMaQur5ZK5Kw1O7JBxpO56x03Gvy0t0IhlBzEYIjNaY1kU1wfo8OPbwlXkYMKJx1u9N6PJwRGpzlWCQm67lF+vHNdYKjEqii+rmkD54bkxLIOevdIU63kn7NbSAmZIsCvwFPCrCmFxYcM5h+wL05ICsgF0o6SbAy9RH8THP4XnGiNYmhwsYNmHcT62nSfPLT/95A=
[애플 아이폰14 플러스] 애플 아이폰 14 플러스 256기가 미드나이트 (국내 정식 발매 제품) MQ533KH/A,"1,409,000원",https://adcr.naver.com/adcr?x=UCz5o4bDtdCxNkyhxqdLef///w==k2U7lqlu7jyfgj/JUl9WKIK9gGQXtnUrk8zEBlcHL87drA0lqW4xp3HcZBWP3ttwjhTp//pq+/fcPP5pgdkLrKGpeJanebtup++EZoEk8RiSdUdCkT1HOaZcsA4Z6zHuRzOTjK7YawNeutF/otr4GWn0y9nqZDGAB/qWMKfPd36PkLQUgqiY9t96oBgdGNKQOLK+EKrd/k5VwHnwoBsRTWjmiNTC7HK577A5kDDLLOhZoVnFCyhW2Nmc6iPpwEM1YAn7jNLfosz8EyXML42A7xfaOUoW9X+OS1AOpMQ/txCyBOen01xPR8nA44nYrRLen23n12xiKl55YxPGIIFjLupoX3raufIGjKuHBrhzxRzOtgTnicR3Mtg7xoY7sXhx/5g5fV960e5ZnwN7WafTNVHsmHyP1800ZtxlrGBU5tSZJPfyf9xASUVdcAXmxbsBeTbqvzpPS2lRU1Z8djC3ZYrE+flVKmXkjQlTAp7bLEzApc4oE4cPxKJ3iYN0wJ2s2huEs/RL64PD5OqXl/UdtibpQjTkF5Wt8WGV8uGddYhv2C67ObDOTDnxQQP44pdQjHlOdekTyIiNIwmXZMSg5wjNAKLG5yoZPGmFM+7mrCiXRIwhGEMxUygt+WfXEjyWnXz2OvMUm52JV17kY6xD/6RTKXGw1jaVXsONcZ3BdSzvHzXG/zjLdyUzm0EUHMMEZfCeW79eo3KjRxqs2RdoefI7bQq7FgA/VMB/fUrtV+0NZOc4arpfWpyQ7MjlFBkipDEN1/9pz85SNQTI10wf6bOnthYnvb9LbhDLsAc1G9hm1MxTyGfftsKjAa6lKa8SCHJtRTucsVWc1V7fZ0KWBAE+utlskzVxl86gcuOnRJrc=
Apple 아이폰 14 프로 256GB [자급제],"최저1,496,000원",https://cr.shopping.naver.com/adcr.nhn?x=Ig6Gzcc3DyGOP1iyeqnoCv%2F%2F%2Fw%3D%3DstzOHZ8PAvL%2BEvuGfxoAsCHz%2BSPQbXQ159TXVScD1%2FPlHDJsKgV2dQLI4PLgR0Hub9xT7RuYmZegDrK%2BYmup9C%2BozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLGRoqXOwi4sMiqUEIBuDDI2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJucNrAUBR1IBJCx2TkpR%2BE3NnDoHKonGu%2BeknfEa%2FZ71KjRp2D9pkBhcJdqPQCXkTYvsUqfhFcgiFhFo0o%2FK4g53vX4F4rjIOCJqhL191SKsLSv5SYzis5SVdiBAX6a8RLFg8nn7UTkg57iNSClx0re6PVlsDCpHcNo%2FcE9xR15OZZd0C6e2Zyps4U6T5DErBZCJVU7bdVikYLVtI1sedQH6btsclMTTxWes%2FwpEsUsdP4PMPHCnudPTZjGRUD3iURnRm%2B4ETj6EtlaSATui%2FvB7Ffa8HFygj2BJJvfABzHE6HJZQgjI8VSlbO1R88zJ2DVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=34561756621&catId=50001519
Apple 아이폰 14 128GB [자급제],"최저1,087,500원",https://cr.shopping.naver.com/adcr.nhn?x=hE9KJvwcteipJJigQD4AXf%2F%2F%2Fw%3D%3Ds1nSsQDZB2dG8oxKpTVsLXUNwnR8fg3SB4Tkdxwpj8axHDJsKgV2dQLI4PLgR0HubDeYnUJaReJ8ntpnXaLn64uozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLDrvXWDkBmFj4Dhf1j8%2F6OWNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJiOtX8NjTUeCjEf6B7Hy6RQOmG2Za3kf8m%2BGlVsR6t2xKjRp2D9pkBhcJdqPQCXkTqZTd0nN9XRgXd3spuxMEoXWjmq6iOtpttoRSiPr%2FdNoLSv5SYzis5SVdiBAX6a8RheZap5Si1bf6evhI1gIf58%2FFIf4yGPCeFlgQd%2BW1h9K7A%2F0vSPti8cHY4o2fastwarqVU%2F4xZVhxRCBxRCbTj%2B6FnAVBY%2BDLO%2F4WOwWOP14RpOFzCbaM6OU97uoPifjrKpOOCTaE6xs%2Ftyuiq4WU6NSUbCD2wLdxyjuh6PaouvjNjqh%2FZemCCOboDhnweAmG&nvMid=34561821618&catId=50001519
Apple 아이폰 14 256GB [자급제],"최저1,260,000원",https://cr.shopping.naver.com/adcr.nhn?x=wXdS7QqFEaAfvQktenuaRf%2F%2F%2Fw%3D%3DsiZvWqkti7z6N%2FS%2FJzzWaw1FJmYly7ZKpybbbBRpkH4VGjrUjzI8JCL0SQIFxMKUAL6AV1fWCt%2FPFQJwjHhyhSGSGvA2dNZCN9VWlIxUfsCxvMZsjBc2hAMGLDZBOFsLk3LZsBn%2BEzG0j3jxKfp%2BNnoZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQAMWzzp%2BKIxQk4V18VqQBNiJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRwR4jJM2EuVBehPQGVRzw0MCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDSlsNc3b1cqBnPTl46hSK1M6JIeyjRJJG8AQSjlBThBKi99ksoCI1C7hXFnS58NAZgoFdIWnxpmxFcORpRvgALEiNvEAyH7XT6ObGe95mRdUyRFmGb0uBbRbqOZgEqgzhcbbTrOhMmQpEkp4UEtzKmSE4FQdvRmo7oxOSvwywmch4WudCedj%2FZEXjOcVgFIdRS3vMbEoqmf5C0AJpahoWrcNauEcRynSn%2F8orOK7nc90IiUaXcRJrLSXDZwtL0y3qmoMV52XqKTgqSPb%2Fi32EOVXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=34563811621&catId=50001519
Apple 아이폰 14 프로 128GB [자급제],"최저1,371,750원",https://cr.shopping.naver.com/adcr.nhn?x=Rofe5ZwoPf%2FWEInyuar62%2F%2F%2F%2Fw%3D%3DscGe195w6umEBwBJKmU51iZt2D2mUCe5kVc3JEm9SOexHDJsKgV2dQLI4PLgR0HublebuNrAHiRTAQHODSfv4CeozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLSG7E%2FHrSNJf0VRQa2Grm22NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJbbS%2BA%2FK%2FJOnVxEFS4332efjkOrJ1b2pp7KK3hNAdGWBKjRp2D9pkBhcJdqPQCXkTU8%2FRr17OkB0vj2FXZ7KNdvfWd94zL2lEpUo58%2BTz38QLSv5SYzis5SVdiBAX6a8RLFg8nn7UTkg57iNSClx0rdk1xvoMK6DU755KCZVIEumZZd0C6e2Zyps4U6T5DErBtbw36aAK0avVShS0qRiwgb7hJw7wWEgDp7U0a035QvVP4PMPHCnudPTZjGRUD3iUwK5IvvuXBQyBDZOK%2BIQIt3lOCb153sAvRxGfQPZkvgw%2BbZXZYuPSgt%2B%2B1dICr2M%2BDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=34558906623&catId=50001519
Apple 아이폰 14 플러스 128GB [자급제],"최저1,188,000원",https://cr.shopping.naver.com/adcr.nhn?x=1bwpxfz515OF56Hu%2B5EYW%2F%2F%2F%2Fw%3D%3DsrAcS5rnf0Ew2CK%2BoadvKNyBP36SqPaKQMNU7uzRsWq1GjrUjzI8JCL0SQIFxMKUA0o8QESh9CzowK3uL4y6yGJzapTHtiw%2BSE5RM29L70ZNvMZsjBc2hAMGLDZBOFsLk3LZsBn%2BEzG0j3jxKfp%2BNnoZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQ2GOXWwmsqWygXYkovBGgZCJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRwR4jJM2EuVBehPQGVRzw0MCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFPW%2FWhsws%2BmqKZySCwtxb%2FwSORZrCxdVsZpMsbqVw8FY6JIeyjRJJG8AQSjlBThBKi99ksoCI1C7hXFnS58NAZkW1rtd%2BYkMf0KJu5%2FtqsnMiNvEAyH7XT6ObGe95mRdUyRFmGb0uBbRbqOZgEqgzhcSbI7vragnTOKzm6KzLxKh1I8EDCh5n2RBrPUf%2BYM4BX8a%2FHvPOPEuDd1Ce%2FzZYNTk8jnpwDrBozNHsrogWTjYmhxhDcfgjGgiQ3%2BCLG%2Ffp%2BgtF15PMkmjkNDmi88yMRXaL4ExAuIon99suOwjkCEsLZu2zZfVcAwb0eAbOp9MzhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=34562379623&catId=50001519
Apple 정품 아이폰 14 Pro 자급제 실버 128GB MQ023KH/A,"1,433,750원",https://cr.shopping.naver.com/adcr.nhn?x=qSvOxw0hEO9UKld7k1rzmP%2F%2F%2Fw%3D%3DszCwrLi7syt%2BxbwzV7a8BDpsHZFFgEqtdCg5Q1TOfKBFHDJsKgV2dQLI4PLgR0HubnKDfoo2h2TIS21MKKATo7uozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9BxzWbUP4hsfkDiMh%2FeiprrdhOluJ1tWQQiXRTgst1zfMf8WmkGZFjJY2NA6aG371FxlckfXo0AgO%2Flyc8Y0DFwM3sd3n5FpFEb653M6IgFyYTa0U%2B8xA8sraIU93diMjToc4qA3LOnXxHah9UNkEP1dfDgwR9xNrGKJoAT%2F5MTBoCjYCQzAg8W7RTyE2pQeu%2FMCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFWy6KenRwEopeCYC%2BcPEl6R5CjZu%2Bi11yeRJStNszKCiGpC%2FCZH%2BqVPSNC41s4%2BvCHs%2BiEe39K3z1p9FL92oUgY5JKH1wpYG2FjdXfAKSzw1BBbYLgF%2FlaAuPEUA1EI7LivgZiHuZEV0Ts8KszNVrQFNsbK8mS%2BASdfx%2BwFxcQrD1HnJNCs23BK1X3TrGrPALyaY9uU1jaL4wvbpdt2A%2B3nbxYjL8M75ZAXIVUOJKhYUK4yxaiyG0Z0BENJROe1z1KYTOF5KsHq%2BigGAc1pAeZ1W1%2FmzvXhOZ0EYGN1ShwnYBk6P54AtJ6tCQuYuuRWATATQoBoZyaGMgPFeI9gEXDQ1QmAmnoJRdq4K9btjkCM0%3D&nvMid=35312036263&catId=50001519
Apple 아이폰 14 프로 맥스 256GB [자급제],"최저1,681,500원",https://cr.shopping.naver.com/adcr.nhn?x=eXjqkyaco%2BoUZ8lOmvGAcf%2F%2F%2Fw%3D%3DsB0%2F11Lr5RQGb2PonRD0Ckq9012%2FXmLBAE2Ik%2Bc90hNy73bVQHldJ9ftGXbklIZwQfq9BC1L0YUBtuk8L1mIGwAKDqOlikfBjQp9yVpGYkhVw3XGe9FiEvtnLUcjY24DDhowUCpdo7pnLc9hBJVZn%2Fcv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKHX6rotZQy%2B%2Fk69NMVVTwK5bkCnZt3PKDnGtnPfTpWXWyRdr7bpc9%2BSfNsNVrnhWYvgPsdAJXIA0kJmw55zV1E6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8ac%2Fo2zFdYyIi2XpDBsy7lUxWE1NGVQ%2FqUm32%2FGa0X1fYe9CsbWrnsboog%2B94RL%2FIhQM6zMCFAew7D1HqNMHPh78wIJJV9wF0w%2FCmcYBtcbpFx37WIyrziE4Ps6WrDu%2FEyEPFFzNJ9FEIvtpcBvl4B10fDlSAF91N8n%2FUdh9H9zLPU6pntGCurhu%2FV8uonTYh5X6MB3JdbnBohOi8QY2msikoQCK5%2FOY7pH6RDZEDIVIQP0EoYJPG8OO6%2BqJnf0zrZsDrV4Wi1jcE30No0vsrfKDmRomn9NhgLmarJ3xAfc6apVz1Kjtw%2FZO82IfN55ljgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=34561927619&catId=50001519
Apple 아이폰 14 프로 맥스 128GB [자급제],"최저1,540,000원",https://cr.shopping.naver.com/adcr.nhn?x=P6Yjo%2F5SNRxARrCTwHm9zP%2F%2F%2Fw%3D%3DsW5d5mSeVxShWkrzYwuvL9gEAWEWhUDBfPRjEqFU4%2B4pHDJsKgV2dQLI4PLgR0HubzLXjtRq0IHUx3qu88nW0JOozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL5T79DpcNuozGulSOUxesK2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJig4xnw3m%2BO6V2onZUY0LDfH5H2mK3Z4B5K5rN3cngNlKjRp2D9pkBhcJdqPQCXkT%2BEhytevqlWE0ZQMfLNdUduPS8ROMGg7ZFLSdnbPSmlELSv5SYzis5SVdiBAX6a8RLFg8nn7UTkg57iNSClx0rUAVJpqBLiiByEqDGwZ5AOMPVL%2B%2Frl5PLPXtI0kaP8PkmKdeEMdUbtmzDI4Aa7HQcUDzg7uPB0X9zV%2FMGhFRUKFUDzqUlJyP99T2t8EWD0VIjr%2Fvhuz%2FM2bOeEg7k3nONQXeOQoXXw%2B%2FraOv%2FVHksMoPmD3aAWHGDiKTnmUA86%2Fiy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=34562805618&catId=50001519
Apple 정품 아이폰 14 Pro 자급제 스페이스블랙 128GB MPXV3KH/A,"1,433,750원",https://cr.shopping.naver.com/adcr.nhn?x=7owMw%2FxH1G0Ea5%2BNzOgMWP%2F%2F%2Fw%3D%3DsTE7Qi3TO%2FmgyMYRJ0KxCsLYLZEWtTh2%2Bzfitgd6Ie%2BZIzwzRFNv0gVi1N2%2FwGpMCj6mB4SGYOeuHqAaRc3UVUgzBWs4ec0QzhggyYYtC5YYlUUFuDG3P8OXglQ6gua6SgLfzHt6VFwBL%2B8CL8agPazMykBI%2Fzq%2B6BKlA%2BLtsshKvWNb7mFsitkT8U8q49Aj30Egrvg%2BXvZG%2F2Yrt3W7UZA2m7FUyVlERPJsJe58dUnW1VQmw0ezINLckUTtNHH4QSIQK0aWj99eeFazE448NTqeb9xXzDDJqz8EFiuDsAC2h9WY3F03d7hnuaG4CrY4IvgPsdAJXIA0kJmw55zV1E6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8IA%2F2Nl5LrIoejQoUjXK30L3vNHSL5IcdZZcRwJH2rT3Ye9CsbWrnsboog%2B94RL%2FITOuTu27fpH6PfeKu8vDRQCquHXW3obCJ%2FVFxH7J3uVy6RN%2Fvibv4fvgw2OXCA%2FT2n51vV0lqI1EyPapJZCet8oJQCF3%2B2oohKPHIW6m5qfvqHTKB2GwLsvIB4Dg9HVB54bHHm3e0xvGi7evkFTzs6aWRfrjtl2OPD36vkxy%2Bn5qpKc49rwx1FQ2LIlYb5OXZTeC9CZgLg6UkUlaXVAZJ7xohtPjA9PZFWriSd2EhWtR%2BhT4PhtkuxnndjwPpMIpsQa6dQ5bPA0m23VCAhdgNOYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=35299747689&catId=50001519
Apple 아이폰 14 프로 512GB [자급제],"최저1,830,000원",https://cr.shopping.naver.com/adcr.nhn?x=EXeEdQXsvk%2B5w0wNM35Skf%2F%2F%2Fw%3D%3DsQrzRZNBURx6qJSpRHkKB0iHcit1P6ES19LTpfcDgpulHDJsKgV2dQLI4PLgR0HubxpEgMitJPdZlXrG%2BZZTP%2FeozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLdEL43iaFyOTpHKorMLkH%2FGNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJQ4Y%2BJuaw7KqIMVmZPgLV%2B6y7BzFfbbrDYPJlwMiaOtNKjRp2D9pkBhcJdqPQCXkTgovi50HgQj3hqzSMuYBIzz4Kn%2FMPJEgjoCEwsStmM3sLSv5SYzis5SVdiBAX6a8RLFg8nn7UTkg57iNSClx0rQ4xrz0M7tNFmv3r6OCk%2BJWZZd0C6e2Zyps4U6T5DErBZCJVU7bdVikYLVtI1sedQGpp%2BvcOfNxtr0q%2F3uLKs9hP4PMPHCnudPTZjGRUD3iU2nlaNlyFOAxgotupvR7hfeBCUwTmCsnh1qeFzvBNryFYild9SKQszJyJsO4%2BCKVVBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=34562688619&catId=50001519
해외아이폰14프로 홍콩판 128GB 직구 물리듀얼유심 언락폰 공기계 미개봉 미활성화 홍콩폰,"1,349,000원",https://cr.shopping.naver.com/adcr.nhn?x=zhn524V%2BnJefY5lKJRk%2FLP%2F%2F%2Fw%3D%3Ds83zjW%2BSo1BsOXbVQupdbVXM7uFi5bF8LaFAU%2BHY7DQ5HDJsKgV2dQLI4PLgR0HubTtcA%2BezK8orjv%2BxEYSLWBeozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B0S%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOe2slw8jlfHtJ2h6zP7d0DuMw8i%2FtNDS8bO0Kxk2GkPND4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKTRtvguRO0sOk1ABsh7LIVI7Au6xcB2ejsykPNk%2F0hCI2HvQrG1q57G6KIPveES%2FyI5fZWIQiDNPYMYgKqxFTQMxX2xeVez5Ko5EKVaB%2FXlHwDibwqr5a7u5d4OR6KBnoqhpa%2FPtYxoylvqHvaoy7Rv8Sufhp7Ral131t%2BPb4pTtdi%2FzYyOCQKpxclbRpqg%2F4pufrsErazzSaOT0%2B3wxfhSLhXRUQX9hsP%2FVOUrttDsfaHNSKemuqRnZDRx4TkU48CNw%2Feh9gavD5w0C5n48AM4tu6ZwvIR5KDbNG8EFBzuARtzuWu6naApMWWM5AO2qq7VCQNvnTnohENsmUrLHJ%2FkgnVanIJDXczGPm6H%2FbVZ4iCk8q%2BPObKwpg76a2F1W52BcfGbdzdYJETOFeyuigAYGruH08DlKshetxY8KUEZb&nvMid=84745204405&catId=50001519
Apple 아이폰 14 플러스 256GB [자급제],"최저1,320,000원",https://cr.shopping.naver.com/adcr.nhn?x=MeMEXUsZ9gUjlq8WBGSSsf%2F%2F%2Fw%3D%3Ds2qHzzn6P23rQ8Eg1ZvnG9nrbdoFgtOTNurW563U35aNHDJsKgV2dQLI4PLgR0Hub8gVb3HDP%2BXplEiQ6iUWotuozqE7AfU%2BkcaAxI3wSFpi6S66a%2FEgXoiU58ns9GinDVW2g%2FidNxudwU8WAIqB9B99%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLg4M8TZ%2FA%2Foy%2Fx19scWVLQ2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVmBpyXrUB5w%2BA%2FE%2F%2Fw%2B6ZQquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ27bRrxKnh8KIL1L31xNojNfqT8Q7z02vKvSCOyIOaXxKjRp2D9pkBhcJdqPQCXkTOnJfDWg9AOq8Jdz2OgN1e1wdcAwihzvd9ixbEoueZp4LSv5SYzis5SVdiBAX6a8Rr0k4fbUQlS0YpS9PzGJMP%2FW%2FeVDjxkuxB1O9BRgUA3Ii5HSrzhhCOMWuXdZxvGXvsJT0ZgeEIwOZ5ylMi2bVQ54YIYmnq%2B6KBvkOQ8oeQ6m67qFZNDARYcZkRQNTwYwp14pTEpxhJPPzspURjBnEFm%2FCWcmP45vv23Hkv2ydDuSapVz1Kjtw%2FZO82IfN55ljgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=34562947618&catId=50001519
